銘柄コード,銘柄名,信用区分,新規売建可能数量(在庫株数量)(株(口)),プレミアム料(1株あたり)
7388,ＦＰパートナー,デイトレ,2200,0.00
7389,あいちフィナンシャルグループ,デイトレ,4100,0.00
7389,あいちフィナンシャルグループ,長期,496200,
7399,ナンシン,デイトレ,400,0.35
7409,ＡｅｒｏＥｄｇｅ,デイトレ,9500,0.90
7412,アトム,デイトレ,90900,0.00
7414,小野建,デイトレ,2200,0.00
7414,小野建,長期,27100,0.12
7416,はるやまホールディングス,デイトレ,1800,0.00
7417,南陽,デイトレ,200,0.00
7419,ノジマ,デイトレ,1429500,0.00
7419,ノジマ,長期,687700,
7421,カッパ・クリエイト,デイトレ,15100,0.00
7425,初穂商事,デイトレ,400,0.39
7427,エコートレーディング,デイトレ,1700,1.30
7433,伯東,デイトレ,1900,0.00
7433,伯東,長期,15300,
7434,オータケ,デイトレ,300,0.00
7435,ナ・デックス,デイトレ,500,0.90
7438,コンドーテック,デイトレ,200,0.00
7438,コンドーテック,長期,600,0.07
7442,中山福,デイトレ,2200,0.00
7443,横浜魚類,デイトレ,1900,0.00
7446,東北化学薬品,デイトレ,100,0.00
7447,ナガイレーベン,デイトレ,3000,0.00
7447,ナガイレーベン,長期,30000,0.14
7453,良品計画,デイトレ,22200,0.00
7453,良品計画,長期,735400,
7456,松田産業,デイトレ,2000,0.00
7456,松田産業,長期,2100,
7458,第一興商,デイトレ,7800,0.00
7458,第一興商,長期,212300,
7459,メディパルホールディングス,デイトレ,800,0.00
7459,メディパルホールディングス,長期,1144500,
7460,ヤギ,デイトレ,900,0.00
7462,ＣＡＰＩＴＡ,デイトレ,1300,0.40
7463,アドヴァングループ,デイトレ,11700,0.00
7466,ＳＰＫ,デイトレ,5800,0.00
7466,ＳＰＫ,長期,2300,0.10
7472,鳥羽洋行,デイトレ,200,5.09
7476,アズワン,デイトレ,1100,0.00
7476,アズワン,長期,8500,0.20
7477,ムラキ,デイトレ,100,1.10
7480,スズデン,デイトレ,900,0.00
7481,尾家産業,デイトレ,400,2.35
7482,シモジマ,デイトレ,2300,0.00
7482,シモジマ,長期,2000,0.07
7483,ドウシシャ,デイトレ,1600,0.00
7483,ドウシシャ,長期,103400,0.12
7486,サンリン,デイトレ,100,0.00
7487,小津産業,デイトレ,3400,0.00
7494,コナカ,デイトレ,37300,0.00
7502,プラザホールディングス,デイトレ,400,0.00
7504,高速,デイトレ,1600,0.00
7505,扶桑電通,デイトレ,1500,1.80
7506,ハウス　オブ　ローゼ,デイトレ,1300,0.00
7508,Ｇ－７ホールディングス,デイトレ,4800,0.00
7508,Ｇ－７ホールディングス,長期,36400,0.12
7510,たけびし,デイトレ,1800,0.00
7513,コジマ,デイトレ,1100,0.00
7514,ヒマラヤ,デイトレ,1500,0.29
7516,コーナン商事,デイトレ,36700,0.00
7516,コーナン商事,長期,90400,
7520,エコス,デイトレ,4200,0.16
7522,ワタミ,デイトレ,13800,0.00
7523,アールビバン,デイトレ,2400,0.00
7524,マルシェ,デイトレ,14800,0.00
7525,リックス,デイトレ,500,0.00
7525,リックス,長期,500,0.24
7527,システムソフト,デイトレ,566300,0.19
7532,パン・パシフィック・インターナショナルホールディングス,デイトレ,259700,0.00
7532,パン・パシフィック・インターナショナルホールディングス,長期,3616100,
7537,丸文,デイトレ,8300,0.00
7537,丸文,長期,2500,0.10
7538,大水,デイトレ,1100,1.30
7539,アイナボホールディングス,デイトレ,2700,0.00
7544,スリーエフ,デイトレ,1300,1.30
7545,西松屋チェーン,デイトレ,4700,0.00
7550,ゼンショーホールディングス,デイトレ,45600,0.00
7550,ゼンショーホールディングス,長期,349500,
7551,ウェッズ,デイトレ,1600,0.00
7552,ハピネット,デイトレ,6500,0.00
7552,ハピネット,長期,122700,
7554,幸楽苑,デイトレ,8100,0.00
7554,幸楽苑,長期,2400,0.08
7555,大田花き,デイトレ,1200,0.00
7561,ハークスレイホールディングス,デイトレ,30900,0.00
7562,安楽亭,デイトレ,2200,3.46
7564,ワークマン,デイトレ,18100,0.00
7564,ワークマン,長期,45800,0.46
7567,栄電子,デイトレ,4000,0.90
7570,橋本総業ホールディングス,デイトレ,200,0.00
7575,日本ライフライン,デイトレ,5700,0.00
7575,日本ライフライン,長期,230400,
7578,ニチリョク,デイトレ,20100,0.31
7581,サイゼリヤ,デイトレ,22100,0.00
7581,サイゼリヤ,長期,163600,0.27
7585,かんなん丸,デイトレ,2000,1.30
7590,タカショー,デイトレ,17300,0.90
7593,ＶＴホールディングス,デイトレ,10000,0.00
7593,ＶＴホールディングス,長期,224200,0.02
7595,アルゴグラフィックス,デイトレ,3900,0.00
7595,アルゴグラフィックス,長期,9000,0.10
7596,魚力,デイトレ,2600,0.00
7599,ＩＤＯＭ,デイトレ,34900,0.00
7599,ＩＤＯＭ,長期,3000,0.20
7600,日本エム・ディ・エム,デイトレ,35500,1.30
7601,ポプラ,デイトレ,10200,0.90
7603,ジーイエット,デイトレ,36100,0.00
7604,梅の花グループ,デイトレ,6600,0.23
7606,ユナイテッドアローズ,デイトレ,41100,0.00
7606,ユナイテッドアローズ,長期,52700,
7607,進和,デイトレ,1000,0.00
7607,進和,長期,14600,0.24
7608,エスケイジャパン,デイトレ,49200,0.00
7609,ダイトロン,デイトレ,1800,0.00
7609,ダイトロン,長期,18700,0.27
7610,テイツー,デイトレ,52900,0.00
7611,ハイデイ日高,デイトレ,6200,0.00
7611,ハイデイ日高,長期,3500,0.74
7613,シークス,デイトレ,1400,0.00
7613,シークス,長期,96000,
7614,オーエムツーネットワーク,デイトレ,500,1.30
7615,京都きもの友禅ホールディングス,デイトレ,28200,0.00
7616,コロワイド,デイトレ,59900,0.00
7619,田中商事,デイトレ,400,0.00
7621,うかい,デイトレ,1600,3.09
7624,ＮａＩＴＯ,デイトレ,19800,1.30
7625,グローバルダイニング,デイトレ,13300,0.00
7628,オーハシテクニカ,デイトレ,1400,0.00
7630,壱番屋,デイトレ,75400,1.30
7636,ハンズマン,デイトレ,400,1.30
7637,白銅,デイトレ,2000,0.00
7637,白銅,長期,600,0.24
7638,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,デイトレ,1000,0.00
7643,ダイイチ,デイトレ,1800,0.90
7646,ＰＬＡＮＴ,デイトレ,500,1.73
7649,スギホールディングス,デイトレ,30600,0.00
7649,スギホールディングス,長期,663400,
7670,オーウエル,デイトレ,2100,0.90
7673,ダイコー通産,デイトレ,600,0.90
7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,デイトレ,3300,1.80
7679,薬王堂ホールディングス,デイトレ,2300,0.00
7679,薬王堂ホールディングス,長期,1600,
7683,ダブルエー,デイトレ,3100,0.90
7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,デイトレ,4200,3.33
7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,長期,16100,0.24
7686,ひとまいる,デイトレ,4300,0.00
7687,ミクリード,デイトレ,5500,0.90
7692,アースインフィニティ,デイトレ,116000,0.00
7694,いつも,デイトレ,8000,1.53
7701,島津製作所,デイトレ,10400,0.00
7701,島津製作所,長期,763800,
7702,ジェイ・エム・エス,デイトレ,1100,0.00
7707,プレシジョン・システム・サイエンス,デイトレ,18900,0.00
7713,シグマ光機,デイトレ,900,2.20
7715,長野計器,デイトレ,1000,0.00
7715,長野計器,長期,9900,0.32
7716,ナカニシ,デイトレ,2800,0.00
7716,ナカニシ,長期,651200,
7717,ブイ・テクノロジー,デイトレ,24600,0.00
7717,ブイ・テクノロジー,長期,9100,
7719,東京衡機,デイトレ,51800,0.90
7721,東京計器,デイトレ,8000,0.00
7721,東京計器,長期,3600,0.53
7722,国際計測器,デイトレ,900,0.90
7723,愛知時計電機,デイトレ,2500,0.00
7723,愛知時計電機,長期,1200,0.19
7725,インターアクション,デイトレ,2600,0.00
7726,黒田精工,デイトレ,200,0.00
7727,オーバル,デイトレ,3800,0.00
7729,東京精密,デイトレ,2400,0.00
7729,東京精密,長期,176300,
7730,マニー,デイトレ,12700,0.00
7730,マニー,長期,238600,
7731,ニコン,デイトレ,10700,0.00
7731,ニコン,長期,33900,
7733,オリンパス,デイトレ,19100,0.00
7733,オリンパス,長期,162800,
7734,理研計器,デイトレ,300,0.00
7734,理研計器,長期,15000,0.27
7735,ＳＣＲＥＥＮホールディングス,デイトレ,39200,0.00
7735,ＳＣＲＥＥＮホールディングス,長期,15400,
7740,タムロン,デイトレ,19300,0.00
7740,タムロン,長期,100000,
7741,ＨＯＹＡ,デイトレ,11100,0.00
7741,ＨＯＹＡ,長期,53400,
7744,ノーリツ鋼機,デイトレ,3600,0.00
7744,ノーリツ鋼機,長期,405200,
7745,Ａ＆Ｄホロンホールディングス,デイトレ,2500,0.00
7745,Ａ＆Ｄホロンホールディングス,長期,95700,
7747,朝日インテック,デイトレ,17000,0.00
7747,朝日インテック,長期,921100,
7749,メディキット,デイトレ,1000,3.80
7751,キヤノン,デイトレ,20200,0.00
7751,キヤノン,長期,728700,
7752,リコー,デイトレ,16200,0.00
7752,リコー,長期,2103300,
7760,ＩＭＶ,デイトレ,6900,2.43
7762,シチズン時計,デイトレ,23300,0.00
7762,シチズン時計,長期,24000,
7769,リズム,デイトレ,1200,0.00
7774,ジャパン・ティッシュエンジニアリング,デイトレ,13500,0.00
7775,大研医器,デイトレ,12100,1.30
7776,セルシード,デイトレ,58000,0.90
7777,スリー・ディー・マトリックス,デイトレ,458100,0.81
7779,ＣＹＢＥＲＤＹＮＥ,デイトレ,144100,0.00
7780,メニコン,デイトレ,5800,0.00
7780,メニコン,長期,158000,
7781,平山ホールディングス,デイトレ,3000,0.29
7782,シンシア,デイトレ,2000,0.00
7791,ドリームベッド,デイトレ,1100,0.90
7792,コラントッテ,デイトレ,6300,0.90
7795,ＫＹＯＲＩＴＳＵ,デイトレ,3200,0.00
7800,アミファ,デイトレ,2700,0.90
7803,ブシロード,デイトレ,64700,0.00
7804,ビーアンドピー,デイトレ,1400,3.51
7805,プリントネット,デイトレ,600,0.00
7806,ＭＴＧ,デイトレ,3600,0.00
7806,ＭＴＧ,長期,4400,0.64
7807,幸和製作所,デイトレ,1800,1.30
7808,シー・エス・ランバー,デイトレ,200,3.61
7809,壽屋,デイトレ,5400,1.72
7810,クロスフォー,デイトレ,11500,1.30
7811,中本パックス,デイトレ,700,0.00
7812,クレステック,デイトレ,700,0.00
7813,プラッツ,デイトレ,1300,0.90
7814,日本創発グループ,デイトレ,1300,0.00
7818,トランザクション,デイトレ,9600,0.00
7818,トランザクション,長期,39300,0.10
7819,粧美堂,デイトレ,2500,0.00
7820,ニホンフラッシュ,デイトレ,3600,0.00
7821,前田工繊,デイトレ,2300,0.00
7821,前田工繊,長期,460600,
7822,永大産業,デイトレ,1600,0.00
7823,アートネイチャー,デイトレ,3800,0.00
7826,フルヤ金属,デイトレ,6600,0.00
7826,フルヤ金属,長期,41900,
7831,ウイルコホールディングス,デイトレ,12900,0.34
7832,バンダイナムコホールディングス,デイトレ,29400,0.00
7832,バンダイナムコホールディングス,長期,67300,
7833,アイフィスジャパン,デイトレ,1900,0.00
7836,アビックス,デイトレ,102900,0.17
7837,アールシーコア,デイトレ,1900,1.30
7839,ＳＨＯＥＩ,デイトレ,4500,0.00
7839,ＳＨＯＥＩ,長期,92400,
7840,フランスベッドホールディングス,デイトレ,2800,0.00
7841,遠藤製作所,デイトレ,900,1.30
7844,マーベラス,デイトレ,18200,0.00
7844,マーベラス,長期,4300,
7846,パイロットコーポレーション,長期,439900,
7847,グラファイトデザイン,デイトレ,2400,1.30
7850,総合商研,デイトレ,800,0.00
7856,萩原工業,デイトレ,3300,0.00
7857,セキ,デイトレ,1200,0.00
7859,アルメディオ,デイトレ,11500,0.90
7860,エイベックス,デイトレ,9800,0.00
7860,エイベックス,長期,55200,
7864,フジシールインターナショナル,デイトレ,500,0.00
7864,フジシールインターナショナル,長期,370000,
7865,ピープル,デイトレ,900,1.30
7867,タカラトミー,デイトレ,21400,0.00
7867,タカラトミー,長期,198500,
7868,広済堂ホールディングス,デイトレ,136000,0.00
7870,福島印刷,デイトレ,300,0.00
7872,エステールホールディングス,デイトレ,1500,0.20
7874,レック,デイトレ,7600,0.00
7874,レック,長期,3100,0.07
7879,ノダ,デイトレ,5600,0.90
7883,サンメッセ,デイトレ,8800,0.36
7885,タカノ,デイトレ,500,0.90
7886,ヤマト　モビリティ　＆　Ｍｆｇ．,デイトレ,100,1.10
7887,南海プライウッド,デイトレ,1800,1.30
7888,三光合成,デイトレ,9100,0.00
7888,三光合成,長期,1400,
7893,プロネクサス,デイトレ,5600,0.00
7893,プロネクサス,長期,2500,
7896,セブン工業,デイトレ,300,1.30
7897,ホクシン,デイトレ,15900,0.00
7898,ウッドワン,デイトレ,100,0.00
7902,ソノコム,デイトレ,2200,0.00
7906,ヨネックス,デイトレ,6300,0.00
7906,ヨネックス,長期,66400,0.20
7908,きもと,デイトレ,30700,0.90
7911,ＴＯＰＰＡＮホールディングス,デイトレ,9700,0.00
7911,ＴＯＰＰＡＮホールディングス,長期,666700,
7912,大日本印刷,デイトレ,9100,0.00
7912,大日本印刷,長期,60700,
7914,共同印刷,デイトレ,2600,0.00
7914,共同印刷,長期,24400,0.14
7915,ＮＩＳＳＨＡ,デイトレ,16900,0.00
7915,ＮＩＳＳＨＡ,長期,25000,
7917,ＺＡＣＲＯＳ,デイトレ,8300,0.00
7917,ＺＡＣＲＯＳ,長期,233600,
7918,ヴィア・ホールディングス,デイトレ,82200,1.07
7919,野崎印刷紙業,デイトレ,1200,0.90
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,デイトレ,2700,0.00
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,長期,1500,0.16
7927,ムトー精工,デイトレ,1400,0.00
7928,旭化学工業,デイトレ,2600,0.90
7931,未来工業,デイトレ,100,0.00
7932,ニッピ,デイトレ,2700,10.45
7936,アシックス,デイトレ,66700,0.00
7936,アシックス,長期,655800,
7937,ツツミ,デイトレ,600,0.00
7938,リーガルコーポレーション,デイトレ,2300,1.80
7939,研創,デイトレ,700,0.38
7942,ＪＳＰ,デイトレ,1100,0.00
7942,ＪＳＰ,長期,21500,0.23
7943,ニチハ,デイトレ,100,0.00
7943,ニチハ,長期,100900,
7944,ローランド,デイトレ,2300,0.00
7944,ローランド,長期,57900,
7947,エフピコ,デイトレ,6200,0.00
7947,エフピコ,長期,202100,
7949,小松ウオール工業,デイトレ,600,0.00
7951,ヤマハ,デイトレ,15700,0.00
7951,ヤマハ,長期,5300,
7952,河合楽器製作所,デイトレ,100,0.00
7953,菊水化学工業,デイトレ,200,0.00
7955,クリナップ,デイトレ,2900,0.00
7955,クリナップ,長期,51500,
7956,ピジョン,デイトレ,4100,0.00
7956,ピジョン,長期,586900,
7957,フジコピアン,デイトレ,100,2.60
7962,キングジム,デイトレ,800,0.00
7963,興研,デイトレ,400,0.00
7965,象印マホービン,デイトレ,4600,0.00
7965,象印マホービン,長期,32800,0.12
7966,リンテック,デイトレ,2800,0.00
7966,リンテック,長期,87300,0.21
7970,信越ポリマー,デイトレ,3700,0.00
7970,信越ポリマー,長期,346200,
7971,東リ,デイトレ,9200,0.00
7972,イトーキ,デイトレ,3000,0.00
7972,イトーキ,長期,158500,
7974,任天堂,デイトレ,250000,0.00
7974,任天堂,長期,154400,
7976,三菱鉛筆,デイトレ,200,0.00
7976,三菱鉛筆,長期,60700,0.26
7979,松風,デイトレ,2500,0.00
7979,松風,長期,49900,0.15
7980,重松製作所,デイトレ,10000,0.90
7981,タカラスタンダード,デイトレ,600,0.00
7981,タカラスタンダード,長期,186000,
7983,ミロク,デイトレ,1100,1.30
7984,コクヨ,デイトレ,15400,0.00
7984,コクヨ,長期,2012600,
7987,ナカバヤシ,デイトレ,6000,0.00
7988,ニフコ,デイトレ,1800,0.00
7988,ニフコ,長期,602400,
7989,立川ブラインド工業,デイトレ,400,0.00
7989,立川ブラインド工業,長期,1300,0.18
7990,グローブライド,デイトレ,1900,0.00
7990,グローブライド,長期,25700,
7991,マミヤ・オーピー,デイトレ,3600,0.00
7992,セーラー万年筆,デイトレ,41700,1.04
7994,オカムラ,長期,371500,
7995,バルカー,デイトレ,1300,0.00
7995,バルカー,長期,52000,
7997,くろがね工作所,デイトレ,1000,0.90
8001,伊藤忠商事,デイトレ,202100,0.00
8001,伊藤忠商事,長期,488000,
8002,丸紅,デイトレ,79700,0.00
8002,丸紅,長期,629000,
8005,スクロール,デイトレ,6600,0.00
8005,スクロール,長期,30200,0.14
8006,ユアサ・フナショク,デイトレ,300,1.34
8007,高島,デイトレ,10200,0.00
8011,三陽商会,デイトレ,10600,0.00
8012,長瀬産業,デイトレ,10600,0.00
8012,長瀬産業,長期,2389300,
8013,ナイガイ,デイトレ,5800,0.34
8014,蝶理,デイトレ,400,0.00
8014,蝶理,長期,18600,
8015,豊田通商,デイトレ,53800,0.00
8015,豊田通商,長期,76900,
8016,オンワードホールディングス,デイトレ,68800,0.00
8016,オンワードホールディングス,長期,404600,0.04
8018,三共生興,デイトレ,2200,0.00
8020,兼松,デイトレ,4400,0.00
8020,兼松,長期,1399700,
8023,ＤＡＩＫＯ　ＸＴＥＣＨ,デイトレ,5700,0.00
8029,ルックホールディングス,デイトレ,100,0.00
8030,中央魚類,デイトレ,100,0.00
8031,三井物産,デイトレ,204300,0.00
8031,三井物産,長期,398700,
8032,日本紙パルプ商事,デイトレ,6800,0.00
8032,日本紙パルプ商事,長期,271900,
8035,東京エレクトロン,デイトレ,48000,0.00
8035,東京エレクトロン,長期,46200,
8037,カメイ,デイトレ,2000,0.00
8037,カメイ,長期,80600,
8039,築地魚市場,デイトレ,400,4.55
8041,ＯＵＧホールディングス,デイトレ,4000,0.00
8043,スターゼン,デイトレ,12400,0.00
8043,スターゼン,長期,56000,
8046,丸藤シートパイル,デイトレ,4700,0.00
8050,セイコーグループ,デイトレ,9300,0.00
8050,セイコーグループ,長期,421500,
8051,山善,デイトレ,1400,0.00
8051,山善,長期,190600,
8052,椿本興業,デイトレ,1200,0.00
8053,住友商事,デイトレ,500300,0.00
8053,住友商事,長期,714300,
8056,ＢＩＰＲＯＧＹ,デイトレ,1200,0.00
8056,ＢＩＰＲＯＧＹ,長期,603700,
8057,内田洋行,デイトレ,1100,0.00
8057,内田洋行,長期,5000,0.10
8058,三菱商事,長期,568000,
8059,第一実業,デイトレ,10100,0.00
8059,第一実業,長期,残数量なし,
8060,キヤノンマーケティングジャパン,デイトレ,1000,0.00
8060,キヤノンマーケティングジャパン,長期,543700,
8061,西華産業,デイトレ,10300,0.00
8061,西華産業,長期,59300,0.14
8065,佐藤商事,デイトレ,600,0.00
8066,三谷商事,デイトレ,1700,0.00
8070,東京産業,デイトレ,8900,0.00
8070,東京産業,長期,2700,0.07
8071,東海エレクトロニクス,デイトレ,100,0.00
8074,ＹＵＡＳＡ,デイトレ,200,0.00
8074,ＹＵＡＳＡ,長期,69700,
8075,神鋼商事,デイトレ,900,0.00
8075,神鋼商事,長期,25700,0.12
8076,カノークス,デイトレ,800,0.00
8077,トルク,デイトレ,3000,0.00
8078,阪和興業,デイトレ,2500,0.00
8078,阪和興業,長期,1863100,
8079,正栄食品工業,デイトレ,2100,0.00
8079,正栄食品工業,長期,残数量なし,0.36
8081,カナデン,デイトレ,400,0.00
8081,カナデン,長期,22000,0.20
8084,ＲＹＯＤＥＮ,デイトレ,700,0.00
8084,ＲＹＯＤＥＮ,長期,36700,
8085,ナラサキ産業,デイトレ,1200,5.46
8086,ニプロ,デイトレ,17900,0.00
8086,ニプロ,長期,629500,
8088,岩谷産業,デイトレ,30200,0.00
8088,岩谷産業,長期,1181700,
8093,極東貿易,デイトレ,5500,0.00
8093,極東貿易,長期,1600,0.15
8095,アステナホールディングス,デイトレ,9200,0.00
8095,アステナホールディングス,長期,4900,0.04
8097,三愛オブリ,デイトレ,400,0.00
8097,三愛オブリ,長期,6700,0.20
8098,稲畑産業,デイトレ,1900,0.00
8098,稲畑産業,長期,178000,
8101,ＧＳＩクレオス,デイトレ,1100,0.00
8103,明和産業,デイトレ,11400,0.00
8103,明和産業,長期,30100,0.08
8104,クワザワホールディングス,デイトレ,3600,1.30
8111,ゴールドウイン,デイトレ,56700,0.00
8111,ゴールドウイン,長期,270400,
8113,ユニ・チャーム,デイトレ,63100,0.00
8113,ユニ・チャーム,長期,3306500,
8115,ムーンバット,デイトレ,1200,0.90
8117,中央自動車工業,長期,残数量なし,0.40
8123,川辺,デイトレ,600,0.00
8125,ワキタ,デイトレ,1700,0.00
8125,ワキタ,長期,72600,0.16
8127,ヤマト　インターナショナル,デイトレ,100,0.00
8129,東邦ホールディングス,デイトレ,400,2.70
8129,東邦ホールディングス,長期,142000,
8130,サンゲツ,デイトレ,8400,0.00
8130,サンゲツ,長期,203600,
8131,ミツウロコグループホールディングス,デイトレ,500,0.00
8131,ミツウロコグループホールディングス,長期,72200,
8132,シナネンホールディングス,デイトレ,200,0.00
8132,シナネンホールディングス,長期,6800,0.59
8133,伊藤忠エネクス,デイトレ,2400,0.00
8133,伊藤忠エネクス,長期,217700,
8135,ゼット,デイトレ,1000,0.58
8136,サンリオ,長期,127500,
8137,サンワテクノス,デイトレ,1300,0.00
8142,トーホー,長期,2900,0.10
8147,トミタ,デイトレ,300,1.26
8150,三信電気,デイトレ,1100,0.00
8150,三信電気,長期,14900,0.26
8151,東陽テクニカ,デイトレ,5100,0.00
8152,ソマール,デイトレ,1800,7.88
8153,モスフードサービス,デイトレ,14200,0.00
8153,モスフードサービス,長期,100,
8154,加賀電子,デイトレ,4500,0.00
8154,加賀電子,長期,276800,
8157,都築電気,デイトレ,400,0.00
8157,都築電気,長期,8700,0.33
8158,ソーダニッカ,デイトレ,3300,0.00
8159,立花エレテック,長期,22400,0.16
8160,木曽路,デイトレ,11700,0.00
8163,ＳＲＳホールディングス,デイトレ,300,0.00
8165,千趣会,デイトレ,26400,0.00
8166,タカキュー,デイトレ,13800,0.36
8167,リテールパートナーズ,デイトレ,600,0.00
8173,Ｊｏｓｈｉｎ,デイトレ,3900,0.00
8173,Ｊｏｓｈｉｎ,長期,13300,
8174,日本瓦斯,デイトレ,300,0.00
8174,日本瓦斯,長期,844700,
8179,ロイヤルホールディングス,デイトレ,5200,0.00
8179,ロイヤルホールディングス,長期,10700,0.11
8185,チヨダ,デイトレ,72300,0.00
8194,ライフコーポレーション,デイトレ,1200,0.00
8194,ライフコーポレーション,長期,169500,
8198,マックスバリュ東海,デイトレ,5100,0.00
8200,リンガーハット,デイトレ,12800,0.00
8202,ラオックスホールディングス,デイトレ,49700,0.00
8203,ミスターマックス・ホールディングス,デイトレ,5800,0.00
8203,ミスターマックス・ホールディングス,長期,2800,0.04
8207,テンアライド,デイトレ,17000,0.90
8214,ＡＯＫＩホールディングス,デイトレ,9300,0.00
8214,ＡＯＫＩホールディングス,長期,34200,
8218,コメリ,デイトレ,800,0.00
8218,コメリ,長期,118600,
8219,青山商事,デイトレ,36300,0.00
8219,青山商事,長期,214900,
8226,理経,デイトレ,29500,0.90
8227,しまむら,デイトレ,9900,0.00
8227,しまむら,長期,100000,
8228,マルイチ産商,デイトレ,1900,0.00
8230,はせがわ,デイトレ,4200,0.00
8233,高島屋,長期,1112600,
8237,松屋,デイトレ,1100,0.00
8242,エイチ・ツー・オー　リテイリング,デイトレ,7700,0.00
8242,エイチ・ツー・オー　リテイリング,長期,281400,
8244,近鉄百貨店,デイトレ,3500,0.00
8247,大和,デイトレ,300,0.00
8252,丸井グループ,デイトレ,6300,0.00
8252,丸井グループ,長期,9500,
8253,クレディセゾン,デイトレ,3400,0.00
8253,クレディセゾン,長期,10300,
8254,さいか屋,デイトレ,残数量なし,1.30
8255,アクシアル　リテイリング,デイトレ,2200,0.00
8255,アクシアル　リテイリング,長期,161800,
8260,井筒屋,デイトレ,200,0.00
8267,イオン,デイトレ,137800,0.00
8267,イオン,長期,2355900,
8273,イズミ,デイトレ,2800,0.00
8273,イズミ,長期,347700,
8275,フォーバル,デイトレ,1800,0.00
8276,平和堂,デイトレ,1300,0.00
8276,平和堂,長期,3300,0.51
8278,フジ,デイトレ,2900,0.00
8278,フジ,長期,2000,0.28
8281,ゼビオホールディングス,デイトレ,13000,0.00
8281,ゼビオホールディングス,長期,23300,0.09
8282,ケーズホールディングス,デイトレ,9200,0.00
8282,ケーズホールディングス,長期,609400,
8285,三谷産業,デイトレ,3400,0.00
8291,日産東京販売ホールディングス,デイトレ,26900,0.00
8303,ＳＢＩ新生銀行,デイトレ,404200,0.00
8303,ＳＢＩ新生銀行,長期,83800,0.13
8304,あおぞら銀行,デイトレ,28100,0.00
8304,あおぞら銀行,長期,215300,
8306,三菱ＵＦＪフィナンシャル・グループ,長期,853700,
8308,りそなホールディングス,デイトレ,118900,0.00
8308,りそなホールディングス,長期,89500,
8309,三井住友トラストグループ,デイトレ,57500,0.00
8309,三井住友トラストグループ,長期,389900,
8316,三井住友フィナンシャルグループ,デイトレ,594000,0.00
8316,三井住友フィナンシャルグループ,長期,450400,
8331,千葉銀行,デイトレ,2300,0.00
8331,千葉銀行,長期,1009600,
8334,群馬銀行,デイトレ,3100,0.00
8334,群馬銀行,長期,1223700,
8336,武蔵野銀行,デイトレ,4100,0.00
8336,武蔵野銀行,長期,242700,
8337,千葉興業銀行,デイトレ,500,0.00
8337,千葉興業銀行,長期,65300,0.22
8338,筑波銀行,デイトレ,27900,0.00
8338,筑波銀行,長期,65700,0.06
8341,七十七銀行,デイトレ,8000,0.00
8341,七十七銀行,長期,897500,
8343,秋田銀行,デイトレ,900,0.00
8343,秋田銀行,長期,46500,
8344,山形銀行,デイトレ,1300,0.00
8344,山形銀行,長期,71200,
8345,岩手銀行,デイトレ,2200,0.00
8345,岩手銀行,長期,191300,
8346,東邦銀行,デイトレ,7000,0.00
8346,東邦銀行,長期,862700,
8349,東北銀行,デイトレ,4000,0.00
8354,ふくおかフィナンシャルグループ,デイトレ,6700,0.00
8354,ふくおかフィナンシャルグループ,長期,22000,
8358,スルガ銀行,デイトレ,17800,0.00
8358,スルガ銀行,長期,876000,
8359,八十二長野銀行,デイトレ,2900,0.00
8359,八十二長野銀行,長期,1217700,
8360,山梨中央銀行,デイトレ,1300,0.00
8360,山梨中央銀行,長期,122500,
8361,大垣共立銀行,デイトレ,1900,0.00
8361,大垣共立銀行,長期,80700,
8362,福井銀行,デイトレ,1000,0.00
8362,福井銀行,長期,53200,
8364,清水銀行,デイトレ,2100,0.00
8364,清水銀行,長期,1000,0.17
8365,富山銀行,デイトレ,2300,0.00
8366,滋賀銀行,デイトレ,900,0.00
8366,滋賀銀行,長期,897500,
8367,南都銀行,デイトレ,12700,0.00
8367,南都銀行,長期,795000,
8368,百五銀行,デイトレ,3200,0.00
8368,百五銀行,長期,1380500,
8370,紀陽銀行,デイトレ,500,0.00
8370,紀陽銀行,長期,146500,
8377,ほくほくフィナンシャルグループ,デイトレ,8800,0.00
8377,ほくほくフィナンシャルグループ,長期,415900,
8381,山陰合同銀行,デイトレ,4400,0.00
8381,山陰合同銀行,長期,818200,
8383,鳥取銀行,デイトレ,6500,0.00
8386,百十四銀行,デイトレ,6300,0.00
8386,百十四銀行,長期,471600,
8387,四国銀行,デイトレ,1800,0.00
8387,四国銀行,長期,125200,
8388,阿波銀行,デイトレ,2900,0.00
8388,阿波銀行,長期,124200,
8392,大分銀行,デイトレ,4400,0.00
8392,大分銀行,長期,324600,
8393,宮崎銀行,デイトレ,45600,0.00
8393,宮崎銀行,長期,244500,
8395,佐賀銀行,デイトレ,600,0.00
8395,佐賀銀行,長期,32300,0.62
8399,琉球銀行,デイトレ,2400,0.00
